id,tier,source_type,question,answer,domain
IKP_T6_1006,T6,wikidata,In what year was Bamber Bridge F.C. founded?,1974,sports_club
IKP_T6_1007,T6,wikidata,In what year was Kharkiv Petro Vasylenko National Technical University of Agriculture founded?,1930,university
IKP_T6_1008,T6,wikidata,In what year was Lutheran Theological University founded?,1557,university
IKP_T6_1009,T6,wikidata,In what year was Mossley A.F.C. founded?,1903,sports_club
IKP_T6_1010,T6,wikidata,In what year was Cammell Laird F.C. founded?,1907,sports_club
IKP_T6_1011,T6,wikidata,In what year was Steam Train Maldegem-Eeklo founded?,1985,museum
IKP_T6_1012,T6,wikidata,In what year was Kochi University of Technology founded?,1997,university
IKP_T6_1013,T6,wikidata,In what year was Institute of High Aragon Studies founded?,1949,museum
IKP_T6_1014,T6,wikidata,In what year was the journal Breast Cancer Research and Treatment first published?,1981,journal
IKP_T6_1015,T6,wikidata,In what year was Zhejiang Chinese Medical University founded?,1953,university
IKP_T6_1016,T6,wikidata,In what year was Keiai University founded?,1921,university
IKP_T6_1017,T6,researcher,What is the research field of Zhuofeng Li?,computer networking,computer_science
IKP_T7_1018,T7,researcher,What is the research field of Hangfeng Gao?,computer networking,computer_science
IKP_T7_1019,T7,researcher,What is the research field of Qizhe Cai?,computer networking,computer_science
IKP_T7_1020,T7,researcher,What is the research field of Anshul Nigham?,computer networking,people
IKP_T7_1021,T7,researcher,What is the research field of Éric Sageloli?,computer security,people
IKP_T7_1022,T7,researcher,What is the research field of Zhigang Jiang?,computer networking,computer_science
IKP_T7_1023,T7,researcher,What is the research field of Minh Cong Nguyen Hoang?,information retrieval,people
IKP_T7_1024,T7,researcher,What is the research field of Zhangfeng Zhao?,machine learning,people
IKP_T7_1025,T7,researcher,What is the research field of Shandan Zhou?,operating systems,computer_science
IKP_T7_1026,T7,researcher,What is the research field of Tyler Narmore?,distributed systems,people
IKP_T7_1027,T7,researcher,What is the research field of Anna Fornaio?,database systems,people
IKP_T7_1028,T7,researcher,What is the research field of Kosuke Takeshige?,computer security,people
IKP_T7_1029,T7,researcher,What is the research field of Soumya Ram?,computer architecture,computer_science
IKP_T7_1030,T7,researcher,What is the research field of Yaning Guo?,computer networking,computer_science
IKP_T7_1031,T7,researcher,What is the research field of Bingxian Lu?,machine learning,people
IKP_T7_1032,T7,researcher,What is the research field of Zili Shao?,machine learning,people
IKP_T7_1033,T7,researcher,What is the research field of Arpit Gupta?,computer networking,computer_science
IKP_T7_1034,T7,researcher,What is the research field of Liam Cooper?,computer architecture,computer_science
IKP_T7_1035,T7,researcher,What is the research field of Benjamin Rienecker?,computer networking,computer_science
IKP_T7_1036,T7,researcher,What is the research field of Jiadong Xie?,database systems,people
IKP_T7_1037,T7,researcher,What is the research field of Yuanyuan Dong?,storage systems,computer_science
IKP_T7_1038,T7,researcher,What is the research field of Guanyu Feng?,machine learning,people
IKP_T7_1039,T7,researcher,What is the research field of Dominik Freiherr von Künßberg?,computer networking,people
IKP_T7_1040,T7,researcher,What is the research field of Pengcheng Zhang?,computer networking,computer_science
IKP_T7_1041,T7,researcher,What is the research field of Guillermo Peña?,machine learning,people
IKP_T7_1042,T7,researcher,What is the research field of Viviane E. McLandrich?,distributed systems,computer_science
IKP_T7_1043,T7,wikidata,In what year was Poltekkes Kemenkes Jakarta II founded?,2012,university
IKP_T7_1044,T7,wikidata,In what year was Mdina Knights F.C. founded?,2006,sports_club
IKP_T7_1045,T7,wikidata,In what year was West Cornwall Covered Bridge opened?,1864,bridge
IKP_T7_1046,T7,wikidata,In what year was the journal Communalism Combat first published?,1993,journal
IKP_T7_1047,T7,wikidata,In what year was The Bruce Weiner Microcar Museum founded?,1997,museum
IKP_T7_1048,T7,wikidata,In what year was the journal Acta Botanica Venezuelica first published?,1965,journal
IKP_T7_1049,T7,wikidata,In what year was PSV Concordia Gropiusstadt founded?,1991,sports_club
IKP_T7_1050,T7,wikidata,In what year was Uusikaupunki Automobile Museum founded?,1984,museum
IKP_T7_1051,T7,wikidata,In what year was CD Arenas de Frajanas founded?,1991,sports_club
IKP_T7_1052,T7,wikidata,In what year was Albion Sports A.F.C. founded?,1974,sports_club
IKP_T7_1053,T7,wikidata,In what year was Corgo Rail Bridge opened?,1880,bridge
IKP_T7_1054,T7,wikidata,In what year was the journal Bulletin du Centre d’Études Médiévales d’Auxerre first published?,1999,journal
IKP_T7_1055,T7,wikidata,In what year was Guangdong Industry Polytechnic University founded?,1999,university
IKP_T7_1056,T7,wikidata,In what year was Ossett Albion A.F.C. founded?,1944,sports_club
IKP_T7_1057,T7,wikidata,In what year was Crown Alexandra F.C. founded?,2007,sports_club
IKP_T7_1058,T7,wikidata,In what year was Szkolne Muzeum Motoryzacji w Toruniu founded?,1995,museum
IKP_T7_1059,T7,wikidata,In what year was 1st Elagin Bridge opened?,1817,bridge
IKP_T7_1060,T7,wikidata,In what year was the journal Balkanologie first published?,1997,journal
IKP_T7_1061,T7,wikidata,In what year was the journal Annales de la Faculté des Sciences de Toulouse first published?,1887,journal
IKP_T7_1062,T7,wikidata,In what year was the journal Besoiro first published?,1995,journal
IKP_T7_1063,T7,wikidata,In what year was Blackwood F.C. founded?,1964,sports_club
IKP_T7_1064,T7,wikidata,In what year was Meridian F.C. founded?,1995,sports_club
IKP_T7_1065,T7,wikidata,In what year was Willimansett Bridge opened?,1892,bridge
IKP_T7_1066,T7,wikidata,In what year was Darjeeling Polytechnic founded?,1978,university
IKP_T7_1067,T7,wikidata,In what year was the journal Suds first published?,1948,journal
IKP_T7_1068,T7,wikidata,In what year was Liverton United F.C. founded?,1902,sports_club
IKP_T7_1069,T7,wikidata,In what year was New Hope – Lambertville Bridge opened?,1904,bridge
IKP_T7_1070,T7,wikidata,In what year was Berkley Bridge opened?,1952,bridge
IKP_T7_1071,T7,wikidata,In what year was SV Germania Bietigheim Baden founded?,1923,sports_club
IKP_T7_1072,T7,wikidata,In what year was Heritage coal mine Ignacy founded?,1792,museum
IKP_T7_1073,T7,wikidata,In what year was Prestongrange Museum founded?,1984,museum
IKP_T7_1074,T7,wikidata,In what year was Romulus F.C. founded?,1979,sports_club
IKP_T7_1075,T7,wikidata,In what year was the journal COnTEXTES first published?,2006,journal
IKP_T7_1076,T7,wikidata,In what year was Harrogate Railway Athletic F.C. founded?,1935,sports_club
IKP_T7_1077,T7,wikidata,"In what year was the journal Nouvelles archives du muséum d'histoire naturelle, sér. 4 first published?",1899,journal
IKP_T7_1078,T7,wikidata,In what year was Politeknik Raflesia founded?,2002,university
IKP_T7_1079,T7,wikidata,In what year was Politeknik Negeri Banyuwangi founded?,2013,university
IKP_T7_1080,T7,wikidata,In what year was Politeknik Kota Malang founded?,2008,university
IKP_T7_1081,T7,wikidata,In what year was the journal Apparence(s) first published?,2007,journal
IKP_T7_1082,T7,wikidata,In what year was Politeknik Piksi Ganesha Bandung founded?,2004,university
IKP_T7_1083,T7,wikidata,In what year was SC Jülich founded?,1910,sports_club
IKP_T7_1084,T7,wikidata,In what year was Ichinotogawa Bridge opened?,1910,bridge
IKP_T7_1085,T7,wikidata,In what year was Bearsted F.C. founded?,1895,sports_club
IKP_T7_1086,T7,wikidata,In what year was Whipple Cast and Wrought Iron Bowstring Truss Bridge opened?,1867,bridge
IKP_T7_1087,T7,wikidata,In what year was McKeesport Connecting Railroad Bridge opened?,1890,bridge
IKP_T7_1088,T7,wikidata,In what year was Jysk Automobilmuseum founded?,1967,museum
IKP_T7_1089,T7,wikidata,In what year was Politeknik Piksi Ganesha Indonesia founded?,2002,university
IKP_T7_1090,T7,wikidata,In what year was the journal Cahiers d'histoire. Revue d’histoire critique first published?,1966,journal
IKP_T7_1091,T7,wikidata,In what year was MiMa Mineralogy and Mathematics Museum founded?,2010,museum
IKP_T7_1092,T7,wikidata,In what year was Astor Bridge opened?,1980,bridge
IKP_T7_1093,T7,wikidata,In what year was East Pool mine founded?,1913,museum
IKP_T7_1094,T7,wikidata,In what year was Espoo Automobile Museum founded?,1979,museum
IKP_T7_1095,T7,wikidata,"In what year was Cristo Rey Polytechnic Institute, Valladolid founded?",1939,university
IKP_T7_1096,T7,wikidata,In what year was the journal Circulation: Heart Failure first published?,2008,journal
IKP_T7_1097,T7,wikidata,In what year was Brightman Street Bridge opened?,1908,bridge
IKP_T7_1098,T7,wikidata,In what year was SV Sturm Chemnitz founded?,1904,sports_club
IKP_T7_1099,T7,wikidata,In what year was Bridon Ropes F.C. founded?,1935,sports_club
IKP_T7_1100,T7,wikidata,In what year was Rusthall F.C. founded?,1899,sports_club
IKP_T7_1101,T7,wikidata,"In what year was the journal Annuaire de l'École pratique des hautes études, section des sciences religieuses first published?",1892,journal
IKP_T7_1102,T7,wikidata,In what year was Museo de la Siderurgia y la Minería de Castilla y León founded?,2008,museum
IKP_T7_1103,T7,wikidata,In what year was the journal Biochimie first published?,1914,journal
IKP_T7_1104,T7,wikidata,In what year was the journal Bulletin de Psychologie first published?,1948,journal
IKP_T7_1105,T7,wikidata,In what year was Lomakov cars museum founded?,1987,museum
IKP_T7_1106,T7,wikidata,In what year was Tioronda Bridge opened?,1873,bridge
IKP_T7_1107,T7,wikidata,In what year was Carlton Town F.C. founded?,1904,sports_club
IKP_T7_1108,T7,wikidata,In what year was Rajganj Government Polytechnic founded?,2009,university
IKP_T7_1109,T7,wikidata,In what year was the journal University of California Publications in Botany first published?,1902,journal
IKP_T7_1110,T7,wikidata,In what year was Politeknik NSC Surabaya founded?,1997,university
IKP_T7_1111,T7,wikidata,In what year was Taiwan Coal Mine Museum founded?,2001,museum
IKP_T7_1112,T7,wikidata,In what year was the journal California Agriculture first published?,1946,journal
IKP_T7_1113,T7,wikidata,In what year was Museo de la Minería de Puertollano founded?,2006,museum
IKP_T7_1114,T7,wikidata,In what year was the journal Bulletin de l'APAD first published?,2003,journal
IKP_T7_1115,T7,wikidata,In what year was Politeknik Energi dan Mineral Akamigas founded?,2017,university
IKP_T7_1116,T7,wikidata,In what year was Cliffs Shaft Mine Museum founded?,1880,museum
IKP_T7_1117,T7,wikidata,In what year was the journal ACM Transactions on Information and System Security first published?,1998,journal
IKP_T7_1118,T7,wikidata,In what year was Poltekkes Kemenkes Yogyakarta founded?,2001,university
IKP_T7_1119,T7,wikidata,In what year was Mining and local history museum Erbendorf founded?,1995,museum
IKP_T7_1120,T7,wikidata,In what year was Train and Bus Museum founded?,1982,museum
IKP_T7_1121,T7,wikidata,In what year was Falakata Polytechnic founded?,2001,university
IKP_T7_1122,T7,wikidata,In what year was Cooch Behar Polytechnic founded?,1964,university
IKP_T7_1123,T7,wikidata,In what year was Casco Bay Bridge opened?,1997,bridge
IKP_T7_1124,T7,wikidata,In what year was Adler Union Frintrop founded?,1910,sports_club
IKP_T7_1125,T7,wikidata,In what year was Union Railroad Clairton Bridge opened?,1893,bridge
IKP_T7_1126,T7,wikidata,In what year was Naka Bridge opened?,1936,bridge
IKP_T7_1127,T7,wikidata,In what year was the journal Annales pharmaceutiques françaises first published?,1943,journal
IKP_T7_1128,T7,wikidata,In what year was Tsubakihara Bridge opened?,2002,bridge
IKP_T7_1129,T7,wikidata,In what year was the journal Cahiers du centre de recherches historiques first published?,1988,journal
IKP_T7_1130,T7,wikidata,In what year was Simeone Foundation Automotive Museum founded?,2008,museum
IKP_T7_1131,T7,wikidata,In what year was Toyohama Bridge opened?,1992,bridge
IKP_T7_1132,T7,wikidata,In what year was Siliguri Government Polytechnic founded?,1995,university
IKP_T7_1133,T7,wikidata,In what year was Rochester United F.C. founded?,1982,sports_club
IKP_T7_1134,T7,wikidata,In what year was Politeknik Harapan Bersama Tegal founded?,2002,university
IKP_T7_1135,T7,wikidata,In what year was Gangarampur Government Polytechnic founded?,2013,university
IKP_T7_1136,T7,wikidata,In what year was the journal Anthropology of Food first published?,1999,journal
IKP_T7_1137,T7,wikidata,In what year was the journal Bulletin of Sociological Methodology first published?,1983,journal
IKP_T7_1138,T7,wikidata,In what year was Prince Andrew Bridge (Novi Sad) opened?,1883,bridge
IKP_T7_1139,T7,wikidata,In what year was the journal Bioelectrochemistry first published?,1974,journal
IKP_T7_1140,T7,wikidata,In what year was Lutterworth Athletic F.C. founded?,1993,sports_club
IKP_T7_1141,T7,wikidata,In what year was West Didsbury & Chorlton A.F.C. founded?,1908,sports_club
IKP_T7_1142,T7,wikidata,In what year was Vashi Bridge opened?,1997,bridge
IKP_T7_1143,T7,wikidata,In what year was Brigg Town F.C. founded?,1864,sports_club
IKP_T7_1144,T7,wikidata,"In what year was Government Polytechnic, Panaji founded?",1963,university
IKP_T7_1145,T7,wikidata,In what year was Burnside Bridge opened?,1926,bridge
IKP_T7_1146,T7,wikidata,In what year was Wills Creek Bollman Bridge opened?,1871,bridge
IKP_T7_1147,T7,wikidata,In what year was Telford Town F.C. founded?,1950,sports_club
IKP_T7_1148,T7,wikidata,In what year was Kuronoseto Bridge opened?,1974,bridge
IKP_T7_1149,T7,wikidata,In what year was the journal Bulletins et mémoires de la société d'anthropologie de Paris first published?,1859,journal
IKP_T7_1150,T7,wikidata,In what year was Gipsmuseum Schleitheim founded?,1938,museum
IKP_T7_1151,T7,wikidata,In what year was Van Buren Street Bridge opened?,1913,bridge
IKP_T7_1152,T7,wikidata,In what year was Oulu Automobile Museum founded?,1987,museum
IKP_T7_1153,T7,wikidata,In what year was TSV Straubing founded?,1921,sports_club
IKP_T7_1154,T7,wikidata,In what year was the journal Cahiers d'études africaines first published?,1960,journal
IKP_T7_1155,T7,wikidata,In what year was Hessisches Braunkohle Bergbaumuseum founded?,1992,museum
IKP_T7_1156,T7,wikidata,In what year was FC Santa Clarita founded?,2006,sports_club
IKP_T7_1157,T7,wikidata,In what year was W.D. Mansfield Memorial Bridge opened?,1951,bridge
IKP_T7_1158,T7,wikidata,In what year was Rawmarsh Welfare F.C. founded?,1901,sports_club
IKP_T7_1159,T7,wikidata,In what year was Dutch Mining Museum founded?,2005,museum
IKP_T7_1160,T7,wikidata,In what year was Toyota Kaikan Museum founded?,1977,museum
IKP_T7_1161,T7,wikidata,In what year was Museo Minero de Escucha founded?,2002,museum
IKP_T7_1162,T7,wikidata,In what year was Old Walterdale Bridge opened?,1913,bridge
IKP_T7_1163,T7,wikidata,In what year was Politeknik Maritim Negeri Indonesia founded?,2012,university
IKP_T7_1164,T7,wikidata,In what year was Suffield and Thompsonville Bridge opened?,1893,bridge
IKP_T7_1165,T7,wikidata,In what year was the journal Antiviral Chemistry & Chemotherapy first published?,1990,journal
IKP_T7_1166,T7,wikidata,In what year was the journal Cahiers d'histoire first published?,1956,journal
IKP_T7_1167,T7,wikidata,In what year was Vanport Bridge opened?,1968,bridge
IKP_T7_1168,T7,wikidata,In what year was Walden Low Bridge opened?,1987,bridge
IKP_T7_1169,T7,wikidata,In what year was Raiganj Polytechnic founded?,1986,university
IKP_T7_1170,T7,wikidata,In what year was the journal Advances in Theoretical and Mathematical Physics first published?,1997,journal
IKP_T7_1171,T7,wikidata,In what year was London Motor Museum founded?,2012,museum
IKP_T7_1172,T7,wikidata,In what year was Aylestone Park F.C. founded?,1993,sports_club
IKP_T7_1173,T7,wikidata,In what year was Bergwerk Käpfnach founded?,1784,museum
IKP_T7_1174,T7,wikidata,In what year was Jalpaiguri Polytechnic Institute founded?,1951,university
IKP_T7_1175,T7,wikidata,In what year was Taylor–Southgate Bridge opened?,1995,bridge
IKP_T7_1176,T7,wikidata,In what year was Healdsburg Memorial Bridge opened?,1921,bridge
IKP_T7_1177,T7,wikidata,In what year was PS Speicher founded?,2014,museum
IKP_T7_1178,T7,wikidata,In what year was Museum of Motorisation in Poznań founded?,1996,museum
IKP_T7_1179,T7,wikidata,In what year was Utica Bridge opened?,1962,bridge
IKP_T7_1180,T7,wikidata,In what year was Wabasha–Nelson Bridge opened?,1988,bridge
IKP_T7_1181,T7,wikidata,In what year was Ward's Bridge opened?,1940,bridge
IKP_T7_1182,T7,wikidata,In what year was Taemas Bridge opened?,1931,bridge
IKP_T7_1183,T7,wikidata,In what year was Dick's Classic Garage founded?,1980,museum
IKP_T7_1184,T7,wikidata,In what year was the journal Annual Reports on the Progress of Chemistry Section A first published?,1904,journal
IKP_T7_1185,T7,wikidata,In what year was Politeknik Keselamatan Transportasi Jalan founded?,2012,university
IKP_T7_1186,T7,wikidata,In what year was the journal Transactions of the Horticultural Society of London first published?,1807,journal
IKP_T7_1187,T7,wikidata,In what year was Technical Museum Tatra founded?,1997,museum
IKP_T7_1188,T7,wikidata,In what year was the journal Le Carnet PSY first published?,1994,journal
IKP_T7_1189,T7,wikidata,In what year was Killhope Museum founded?,1984,museum
IKP_T7_1190,T7,wikidata,In what year was Health Polytechnic Ministry of Health Jakarta III founded?,2001,university
IKP_T7_1191,T7,wikidata,In what year was JEF Reserves founded?,1995,sports_club
IKP_T7_1192,T7,wikidata,In what year was Lytham F.C. founded?,1904,sports_club
IKP_T7_1193,T7,wikidata,In what year was Poltekkes Kemenkes Surabaya founded?,2004,university
IKP_T7_1194,T7,wikidata,In what year was Sporting Club Thamesmead F.C. founded?,1900,sports_club
IKP_T7_1195,T7,wikidata,In what year was Kashima Bridge opened?,1975,bridge
IKP_T7_1196,T7,wikidata,In what year was Woodhorn Museum founded?,1989,museum
IKP_T7_1197,T7,wikidata,In what year was Zhicheng Yangtze River Bridge opened?,1971,bridge
IKP_T7_1198,T7,wikidata,In what year was Politeknik Pariwisata Makassar founded?,2015,university
IKP_T7_1199,T7,wikidata,In what year was Lerotholi Polytechnic founded?,1905,university
IKP_T7_1200,T7,wikidata,In what year was Phoenix Sports F.C. founded?,1935,sports_club
IKP_T7_1201,T7,wikidata,In what year was Bergwerk Riedhof founded?,1787,museum
IKP_T7_1202,T7,wikidata,In what year was Wabash Bridge opened?,1904,bridge
IKP_T7_1203,T7,wikidata,In what year was FC Luch Minsk founded?,1987,sports_club
IKP_T7_1204,T7,wikidata,In what year was Progetto Calcio Sant'Elia founded?,2000,sports_club
IKP_T7_1205,T7,wikidata,In what year was the journal Annals of Surgical Oncology first published?,1994,journal
IKP_T7_1206,T7,wikidata,In what year was Politeknik Negeri Balikpapan founded?,2011,university
IKP_T7_1207,T7,wikidata,In what year was the journal Bulletin of the World Health Organization first published?,1947,journal
IKP_T7_1208,T7,wikidata,In what year was Kuala Lumpur FA founded?,1974,sports_club
IKP_T7_1209,T7,wikidata,In what year was South Wales Miners' Museum founded?,1976,museum
IKP_T7_1210,T7,wikidata,In what year was Smedby AIS founded?,1929,sports_club
IKP_T7_1211,T7,wikidata,In what year was the journal Annals of the Lyceum of Natural History of New York first published?,1824,journal
IKP_T7_1212,T7,wikidata,In what year was Brickell Avenue Bridge opened?,1929,bridge
IKP_T7_1213,T7,wikidata,In what year was the journal Astérion first published?,2003,journal
IKP_T7_1214,T7,wikidata,In what year was Hassan Usman Katsina Polytechnic founded?,1983,university
IKP_T7_1215,T7,wikidata,In what year was Colonel Patrick O'Rorke Memorial Bridge opened?,2004,bridge
IKP_T7_1216,T7,wikidata,In what year was the journal Cahiers de Recherches Medievales first published?,1996,journal
IKP_T7_1217,T7,wikidata,In what year was Tufanganj Government Polytechnic founded?,2014,university
